,Unnamed: 0,idx,abb,abb_cn,book,book_cn,chapter,sec,no1,no,chinese,english
22842,22842,37,Hag,該,Haggai,哈該書,1,2,2,2,萬軍之耶和華如此說：這百姓說，建造耶和華殿的時候尚未來到。,"These are the words of the Lord of armies: These people say, The time has not come for building the Lord's house."
22843,22843,37,Hag,該,Haggai,哈該書,1,3,3,3,那時耶和華的話臨到先知哈該說：,"Then the word of the Lord came by Haggai the prophet, saying,"
22844,22844,37,Hag,該,Haggai,哈該書,1,4,4,4,這殿仍然荒涼，你們自己還住天花板的房屋麼？,Is it a time for you to be living in roofed houses while this house is a waste?
22845,22845,37,Hag,該,Haggai,哈該書,1,5,5,5,現在萬軍之耶和華如此說：你們要省察自己的行為。,"For this cause the Lord of armies has said, Give thought to your ways."
22846,22846,37,Hag,該,Haggai,哈該書,1,6,6,6,你們撒的種多，收的卻少；你們吃，卻不得飽；喝，卻不得足；穿衣服，卻不得暖；得工錢的，將工錢裝在破漏的囊中。,"Much has been planted, but little got in; you take food, but have not enough; you take drink, but are not full; you are clothed, but no one is warm; and he who gets payment for his work, gets it to put it into a bag full of holes."
22847,22847,37,Hag,該,Haggai,哈該書,1,7,7,7,萬軍之耶和華如此說：你們要省察自己的行為。,This is what the Lord of armies has said: Give thought to your ways.
22848,22848,37,Hag,該,Haggai,哈該書,1,8,8,8,你們要上山取木料，建造這殿，我就因此喜樂，且得榮耀。這是耶和華說的。,"Go up to the hills and get wood and put up the house; and I will take pleasure in it and be honoured, says the Lord."
22849,22849,37,Hag,該,Haggai,哈該書,1,9,9,9,你們盼望多得，所得的卻少；你們收到家中，我就吹去。這是為甚麼呢？因為我的殿荒涼，你們各人卻顧（原文是奔）自己的房屋。這是萬軍之耶和華說的。,"You were looking for much, and it came to little; and when you got it into your house, I took it away with a breath. Why? says the Lord of armies. Because of my house which is a waste, while every man takes care of the house which is his."
22850,22850,37,Hag,該,Haggai,哈該書,1,10,10,10,所以為你們的緣故，天就不降甘露，地也不出土產。,"For this cause the heaven over you is kept from giving dew, and the earth from giving her fruit."
22851,22851,37,Hag,該,Haggai,哈該書,1,11,11,11,我命乾旱臨到地土、山岡、五穀、新酒，和油，並地上的出產、人民、牲畜，以及人手一切勞碌得來的。,And by my order no rain came on the land or on the mountains or the grain or the wine or the oil or the produce of the earth or on men or cattle or on any work of man's hands.
22852,22852,37,Hag,該,Haggai,哈該書,1,12,12,12,那時，撒拉鐵的兒子所羅巴伯和約撒答的兒子大祭司約書亞，並剩下的百姓，都聽從耶和華─他們神的話和先知哈該奉耶和華─他們　神差來所說的話；百姓也在耶和華面前存敬畏的心。,"Then Zerubbabel, the son of Shealtiel, and Joshua, the son of Jehozadak, the high priest, and all the rest of the people, gave ear to the voice of the Lord their God and to the words of Haggai the prophet, because the Lord their God had sent him, and the people were in fear before the Lord."
22853,22853,37,Hag,該,Haggai,哈該書,1,13,13,13,耶和華的使者哈該奉耶和華差遣對百姓說：耶和華說：我與你們同在。,"Then Haggai, whom the Lord had sent to give his words to the people, said, I am with you, says the Lord."
22854,22854,37,Hag,該,Haggai,哈該書,1,14,14,14,耶和華激動猶大省長撒拉鐵的兒子所羅巴伯和約撒答的兒子大祭司約書亞，並剩下之百姓的心，他們就來為萬軍之耶和華─他們神的殿做工。,"And the spirit of Zerubbabel, the son of Shealtiel, ruler of Judah, was moved by the Lord, as was the spirit of Joshua, the son of Jehozadak, the high priest, and the spirit of all the rest of the people; and they came and did work in the house of the Lord of armies, their God."
22855,22855,37,Hag,該,Haggai,哈該書,1,15,15,15,這是在大利烏王第二年六月二十四日。,"On the twenty-fourth day of the month, in the sixth month, in the second year of Darius the king."
22856,22856,37,Hag,該,Haggai,哈該書,2,1,1,1,七月二十一日，耶和華的話臨到先知哈該說：,"In the seventh month, on the twenty-first day of the month, the word of the Lord came by Haggai the prophet, saying,"
22857,22857,37,Hag,該,Haggai,哈該書,2,2,2,2,你要曉諭猶大省長撒拉鐵的兒子所羅巴伯和約撒答的兒子大祭司約書亞，並剩下的百姓，說：,"Say now to Zerubbabel, the son of Shealtiel, ruler of Judah, and to Joshua, the son of Jehozadak, the high priest, and to the rest of the people,"
22858,22858,37,Hag,該,Haggai,哈該書,2,3,3,3,你們中間存留的，有誰見過這殿從前的榮耀呢？現在你們看著如何？豈不在眼中看如無有麼？,Who is there still among you who saw this house in its first glory? and how do you see it now? is it not in your eyes as nothing?
22859,22859,37,Hag,該,Haggai,哈該書,2,4,4,4,耶和華說：所羅巴伯啊，雖然如此，你當剛強！約撒答的兒子大祭司約書亞啊，你也當剛強！這地的百姓，你們都當剛強作工，因為我與你們同在。這是萬軍之耶和華說的。,"But now be strong, O Zerubbabel, says the Lord; and be strong, O Joshua, son of Jehozadak, the high priest; and be strong, all you people of the land, says the Lord, and get to work: for I am with you, says the Lord of armies:"
22860,22860,37,Hag,該,Haggai,哈該書,2,5,5,5,這是照著你們出埃及我與你們立約的話。那時，我的靈住在你們中間，你們不要懼怕。,"The agreement which I made with you when you came out of Egypt, and my spirit, are with you still; have no fear."
22861,22861,37,Hag,該,Haggai,哈該書,2,6,6,6,萬軍之耶和華如此說：過不多時，我必再一次震動天地、滄海，與旱地。,For this is what the Lord of armies has said: In a short time I will make a shaking of the heavens and the earth and the sea and the dry land;
22862,22862,37,Hag,該,Haggai,哈該書,2,7,7,7,我必震動萬國；萬國的珍寶必都運來（或譯：萬國所羨慕的必來到），我就使這殿滿了榮耀。這是萬軍之耶和華說的。,"And I will make a shaking of all the nations, and the desired things of all nations will come: and I will make this house full of my glory, says the Lord of armies."
22863,22863,37,Hag,該,Haggai,哈該書,2,8,8,8,萬軍之耶和華說：銀子是我的，金子也是我的。,"The silver is mine and the gold is mine, says the Lord of armies."
22864,22864,37,Hag,該,Haggai,哈該書,2,9,9,9,這殿後來的榮耀必大過先前的榮耀；在這地方我必賜平安。這是萬軍之耶和華說的。,"The second glory of this house will be greater than the first, says the Lord of armies: and in this place I will give peace, says the Lord of armies."
22865,22865,37,Hag,該,Haggai,哈該書,2,10,10,10,大利烏王第二年九月二十四日，耶和華的話臨到先知哈該說：,"On the twenty-fourth day of the ninth month, in the second year of Darius, the word of the Lord came by Haggai the prophet, saying,"
22866,22866,37,Hag,該,Haggai,哈該書,2,11,11,11,萬軍之耶和華如此說：你要向祭司問律法，,"These are the words of the Lord of armies: Put now a point of law to the priests, saying,"
22867,22867,37,Hag,該,Haggai,哈該書,2,12,12,12,說：若有人用衣襟兜聖肉，這衣襟挨著餅，或湯，或酒，或油，或別的食物，便算為聖麼？祭司說：不算為聖。,"If anyone has some holy flesh folded in the skirt of his robe, will bread or soup or wine or oil or any other food be made holy if touched by his skirt? And the priests answering said, No."
22868,22868,37,Hag,該,Haggai,哈該書,2,13,13,13,哈該又說：若有人因摸死屍染了污穢，然後挨著這些物的哪一樣，這物算污穢麼？祭司說：必算污穢。,"Then Haggai said, Will any of these be made unclean by the touch of one who is unclean through touching a dead body? And the priests answering said, It will be made unclean."
22869,22869,37,Hag,該,Haggai,哈該書,2,14,14,14,於是哈該說：耶和華說：這民這國，在我面前也是如此；他們手下的各樣工作都是如此；他們在壇上所獻的也是如此。,"Then Haggai said, So is this people and so is this nation before me, says the Lord; and so is every work of their hands; and the offering they give there is unclean."
22870,22870,37,Hag,該,Haggai,哈該書,2,15,15,15,現在你們要追想，此日以前，耶和華的殿沒有一塊石頭壘在石頭上的光景。,"And now, give thought, looking back from this day to the time before one stone was put on another in the Temple of the Lord:"
22871,22871,37,Hag,該,Haggai,哈該書,2,16,16,16,在那一切日子，有人來到穀堆，想得二十斗，只得了十斗。有人來到酒池，想得五十桶，只得了二十桶。,"How, when anyone came to a store of twenty measures, there were only ten: when anyone went to the wine-store to get fifty vessels full, there were only twenty."
22872,22872,37,Hag,該,Haggai,哈該書,2,17,17,17,在你們手下的各樣工作上，我以旱風、霉爛、冰雹攻擊你們，你們仍不歸向我。這是耶和華說的。,"And I sent burning and wasting and a rain of ice-drops on all the works of your hands; but still you were not turned to me, says the Lord."
22873,22873,37,Hag,該,Haggai,哈該書,2,18,18,18,你們要追想此日以前，就是從這九月二十四日起，追想到立耶和華殿根基的日子。,"And now, give thought; looking on from this day, from the twenty-fourth day of the ninth month, from the time when the base of the Lord's house was put in its place, give thought to it."
22874,22874,37,Hag,該,Haggai,哈該書,2,19,19,19,倉裡有穀種麼？葡萄樹、無花果樹、石榴樹、橄欖樹都沒有結果子。從今日起，我必賜福與你們。,"Is the seed still in the store-house? have the vine and the fig-tree, the pomegranate and the olive-tree, still not given their fruit? from this day I will send my blessing on you."
22875,22875,37,Hag,該,Haggai,哈該書,2,20,20,20,這月二十四日，耶和華的話二次臨到哈該說：,"And the word of the Lord came a second time to Haggai, on the twenty-fourth day of the month, saying,"
22876,22876,37,Hag,該,Haggai,哈該書,2,21,21,21,你要告訴猶大省長所羅巴伯說：我必震動天地。,"Say to Zerubbabel, ruler of Judah, I will make a shaking of the heavens and the earth,"
22877,22877,37,Hag,該,Haggai,哈該書,2,22,22,22,我必傾覆列國的寶座，除滅列邦的勢力，並傾覆戰車和坐在其上的。馬必跌倒，騎馬的敗落，各人被弟兄的刀所殺。,"Overturning the power of kingdoms; and I will send destruction on the strength of the kingdoms of the nations; by me war-carriages will be overturned with those who are in them; and the horses and the horsemen will come down, everyone by the sword of his brother."
22878,22878,37,Hag,該,Haggai,哈該書,2,23,23,23,萬軍之耶和華說：我僕人撒拉鐵的兒子所羅巴伯啊，到那日，我必以你為印，因我揀選了你。這是萬軍之耶和華說的。,"In that day, says the Lord of armies, I will take you, O Zerubbabel, my servant, the son of Shealtiel, says the Lord, and will make you as a jewelled ring: for I have taken you to be mine, says the Lord of armies."
